thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,calibration_tag,diagnostic_noise
43.3,118.0,4.5,1.3,C2,2.0,1.0,1,A,-0.4767317324797619
68.0,157.0,-2.1,1.4,,2.0,0.0,0,A,-0.0454958477033366
58.1,,4.4,-4.1000000000000005,C2,4.0,0.0,1,A,-0.1364128906885484
57.900000000000006,137.0,3.9,0.8,C3,4.0,0.0,0,A,0.4852560206632163
50.400000000000006,66.0,3.0,-1.3,C4,3.0,1.0,0,A,-0.8708028852303764
48.400000000000006,90.0,,1.2000000000000002,C5,5.0,,1,A,
48.5,77.0,3.4000000000000004,3.1,C2,3.0,0.0,1,A,-1.0828366057918313
53.3,106.0,-2.1,,C2,4.0,0.0,1,A,-0.3832387430701987
61.400000000000006,139.0,4.7,1.3,C1,1.0,0.0,0,A,-0.2342760069328907
51.6,118.0,1.0,-0.4,C3,5.0,1.0,0,A,-0.8449037013190992
42.900000000000006,99.0,2.9000000000000004,0.3,C3,,,0,A,-2.196506337277862
,115.0,3.9,1.6,C3,5.0,0.0,0,A,1.015455272313326
57.5,109.0,-1.0,3.7,C1,5.0,1.0,1,A,3.390208789959467
55.400000000000006,142.0,-2.8000000000000003,-9.1,C2,4.0,0.0,1,A,1.0763608976682748
56.1,69.0,1.1,0.8,C1,,0.0,1,A,-1.8532886728128823
48.0,79.0,0.7000000000000001,-5.0,C2,5.0,1.0,0,A,-0.0233572125097835
42.7,99.0,3.4000000000000004,9.7,C1,2.0,1.0,0,A,-0.2944722973901037
-36.11867350217315,130.0,3.7,2.0,C4,5.0,0.0,1,A,
37.1,69.0,3.1,-4.2,C4,3.0,1.0,0,A,0.0899308398506059
52.1,97.0,1.5,-1.3,C3,2.0,0.0,0,A,-0.2395399737221719
49.5,64.0,5.5,-3.0,C1,2.0,1.0,1,A,-0.8320479817665596
46.6,80.0,-1.6,-5.7,C2,2.0,0.0,0,A,0.3761849694547891
26.5,80.0,5.800000000000001,6.1000000000000005,C1,4.0,0.0,1,A,-0.3981264690305495
40.2,126.0,-5.6000000000000005,-0.7000000000000001,C1,4.0,0.0,1,A,0.2422427705223693
59.1,108.0,4.0,6.4,C2,3.0,0.0,0,,0.3535070709121115
44.8,70.0,-2.8000000000000003,-4.5,C1,3.0,0.0,0,A,-0.0007274782593795
53.0,107.0,,1.0,C4,2.0,0.0,1,A,-0.0840492367935059
39.0,38.0,-1.3,0.7000000000000001,C5,2.0,1.0,0,A,-0.3711144304555973
61.7,153.0,6.2,13.3,C5,4.0,0.0,0,A,-0.1069650533374947
49.0,,5.0,0.2,C1,3.0,1.0,1,A,-1.3980371435387358
52.5,113.0,0.2,5.0,C2,1.0,1.0,0,A,-2.212473958913825
68.8,140.0,-0.8,-7.0,C1,4.0,0.0,0,A,-0.2638748483888941
62.3,138.0,,5.800000000000001,C3,5.0,0.0,0,A,
47.7,103.0,2.9000000000000004,,C2,4.0,,1,A,-0.4890457400724034
45.400000000000006,92.0,4.800000000000001,,C2,1.0,0.0,0,A,-0.8382318835196264
47.6,108.0,6.9,3.2,C1,4.0,1.0,1,A,-0.0025008598520181
54.2,130.0,5.0,-0.6000000000000001,C1,1.0,0.0,1,A,-1.0934556767554997
49.3,147.0,-0.2,0.0,C1,1.0,0.0,1,A,-1.073054324138549
47.0,,-2.8000000000000003,1.1,C1,2.0,0.0,1,A,-0.4908186814693566
61.900000000000006,71.0,4.3,-6.800000000000001,C1,3.0,0.0,1,A,0.0288490023413101
49.2,57.0,7.2,4.0,C4,4.0,0.0,1,A,-0.0907814356710924
68.60000000000001,83.0,1.8,-4.7,C1,4.0,1.0,1,B,1.2076911056938362
50.900000000000006,69.0,4.800000000000001,6.4,,2.0,0.0,1,A,-0.3897896397192797
,89.0,3.5,,,3.0,0.0,0,A,-1.5440354953281517
53.0,94.0,2.9000000000000004,0.1,C4,2.0,0.0,1,A,-1.098647154816714
,136.0,0.1,-4.5,C2,,0.0,1,A,-0.7190110538071515
44.400000000000006,108.0,,-5.1000000000000005,C4,2.0,1.0,0,A,-0.2872684175399825
43.3,72.0,,9.5,C1,2.0,1.0,0,A,-1.2973750895820668
53.8,92.0,5.800000000000001,9.1,C3,5.0,0.0,0,A,0.4591092871924416
,168.0,4.4,-6.1000000000000005,C4,2.0,0.0,0,A,0.4371361934393675
50.5,117.0,5.7,6.2,C2,2.0,1.0,0,A,-0.8714331702276892
39.900000000000006,88.0,-4.4,-10.1,,5.0,0.0,0,A,1.090492664619796
39.3,85.0,5.1000000000000005,0.7000000000000001,C2,1.0,0.0,1,A,-0.2027231509338009
38.7,73.0,0.7000000000000001,-6.300000000000001,C3,1.0,0.0,0,A,-1.0119959511444865
36.0,131.0,8.9,-2.3000000000000003,C4,3.0,1.0,1,A,-0.6020910512970683
51.0,97.0,-0.3,-2.0,C2,2.0,1.0,1,,-0.7645576913158024
59.2,120.0,0.3,,C1,5.0,0.0,0,A,0.9454629055808946
50.1,56.0,4.0,-2.0,C3,4.0,0.0,0,A,-0.6755760163158887
32.1,53.0,2.8000000000000003,4.6000000000000005,C1,3.0,1.0,1,A,1.1616793004354695
48.6,83.0,-1.4,1.6,C1,1.0,0.0,1,A,0.337497475747485
48.900000000000006,111.0,3.3000000000000003,4.4,C1,2.0,,1,A,-0.0949266237552344
66.9,108.0,5.9,,C2,5.0,0.0,0,A,0.4467591841837767
38.5,82.0,0.7000000000000001,3.0,C2,2.0,0.0,1,A,-0.2621572593597063
47.0,243.98055254928315,0.5,6.5,C3,1.0,0.0,0,A,-0.4650515436313844
63.8,94.0,2.2,-4.5,C1,2.0,0.0,1,A,-1.3100874904909938
53.8,280.98902370774147,3.4000000000000004,4.5,C2,4.0,1.0,1,A,0.9042538698337792
,103.0,2.3000000000000003,6.800000000000001,C3,5.0,0.0,0,A,2.429513426311636
51.1,105.0,0.4,-4.6000000000000005,C2,2.0,1.0,0,A,-1.0427237048268485
52.8,100.0,5.2,-11.8,C3,2.0,1.0,0,A,-0.0090455603148165
56.400000000000006,88.0,4.7,-2.8000000000000003,C4,4.0,1.0,1,A,1.786129148230394
43.7,86.0,3.4000000000000004,-1.7000000000000002,C1,2.0,0.0,0,A,1.9243597678394848
57.2,104.0,-2.0,-1.0,C4,2.0,1.0,1,A,1.610508685413674
39.2,54.0,4.0,-0.5,C4,2.0,0.0,0,A,-0.073625784669334
52.8,107.0,5.9,3.6,C2,2.0,0.0,0,A,1.3661762693124375
51.6,152.0,-2.2,,C4,1.0,0.0,1,A,0.0823529470549557
45.2,88.0,-4.7,-6.300000000000001,C2,4.0,1.0,0,A,-1.006579645174649
50.0,,0.6000000000000001,,C4,2.0,0.0,1,A,0.3315350671290899
,132.0,0.8,-3.6,C3,2.0,0.0,0,A,0.4536801207742893
41.6,120.0,4.9,6.1000000000000005,C5,3.0,0.0,1,A,1.5036256933332033
47.3,,7.300000000000001,10.7,C1,,0.0,0,A,-0.5517408458596609
41.3,84.0,-1.3,-7.6,C3,3.0,0.0,0,A,-0.8623695021104373
52.7,84.0,4.3,3.1,C1,2.0,1.0,1,A,0.3648693418454628
41.0,,1.4,-6.5,C5,1.0,1.0,0,A,0.6106325910912721
55.900000000000006,141.0,5.4,-4.3,C1,3.0,1.0,1,A,1.702399987678263
40.7,,-3.4000000000000004,-0.2,,3.0,1.0,1,,0.380491948209933
45.6,68.0,7.6,13.6,C4,2.0,0.0,0,A,-0.4820061731422106
45.2,24.0,4.4,0.8,C2,3.0,0.0,0,A,0.0474506052753965
60.8,118.0,4.7,10.3,C3,4.0,0.0,0,A,2.9102735392782724
,80.0,5.2,0.2,C2,1.0,1.0,1,A,-1.9034826099568207
48.5,78.0,-0.2,-2.8000000000000003,C2,4.0,0.0,1,A,-0.0155072380336683
54.2,101.0,6.5,11.2,C4,3.0,0.0,0,A,1.7297502972004872
33.300000000000004,83.0,3.6,-2.4000000000000004,,2.0,0.0,0,A,0.1754390793079696
49.8,79.0,-0.7000000000000001,1.7000000000000002,C2,4.0,0.0,1,A,-0.880725819881591
66.10000000000001,131.0,4.6000000000000005,1.0,C3,4.0,0.0,0,A,-0.5662488927899014
-28.118673502173152,99.0,1.6,-3.2,C2,4.0,1.0,1,,0.8066981412672554
50.7,39.0,3.1,-1.1,C5,3.0,0.0,1,A,-0.9528101081345948
54.5,122.0,,-7.4,C3,3.0,1.0,0,A,
,100.0,-2.9000000000000004,1.2000000000000002,C2,3.0,1.0,1,A,0.058549999078385
34.2,39.0,0.2,-0.5,C2,2.0,1.0,0,A,
36.7,58.0,2.7,0.1,C1,1.0,0.0,0,A,0.8149791904591086
51.8,109.0,6.300000000000001,0.9,C5,5.0,0.0,1,A,0.834744192726197
44.400000000000006,92.0,5.4,4.4,C1,1.0,0.0,1,A,0.2748499178056742
60.7,135.0,-2.3000000000000003,0.1,C1,3.0,1.0,0,,0.7495805015629597
47.6,108.0,3.7,0.5,C2,2.0,0.0,0,A,-0.0501361848189411
34.7,43.0,4.9,6.800000000000001,C3,4.0,0.0,1,A,-0.8832547134198749
40.0,4.0,5.300000000000001,4.2,C3,3.0,0.0,0,A,-0.0915656740779589
28.1,67.0,2.2,-0.1,C1,2.0,0.0,0,A,0.5812196860719805
48.3,114.0,4.9,6.6000000000000005,C1,2.0,0.0,0,A,0.9624369783741455
48.7,92.0,2.9000000000000004,-1.2000000000000002,C1,2.0,0.0,0,A,1.867168502043666
46.8,112.0,-1.4,-8.1,C3,3.0,0.0,0,A,-0.331025698118119
58.8,88.0,,2.2,,3.0,1.0,1,A,-0.9928187504110628
,107.0,,-2.3000000000000003,C4,4.0,1.0,1,A,-0.9945898833600564
48.8,73.0,-0.0,-2.6,C2,2.0,0.0,0,A,
33.1,90.0,-0.2,3.3000000000000003,C2,4.0,1.0,1,A,-1.9892821170510449
55.1,84.0,-0.9,-0.3,C2,2.0,0.0,1,A,-1.3971611158750974
-24.718673502173157,163.0,2.9000000000000004,0.5,C4,5.0,0.0,0,A,0.2480283047273194
52.6,91.0,-0.3,-1.9,C3,1.0,1.0,0,,0.2959105423873713
58.0,,,3.9,C1,4.0,0.0,0,A,-1.5233211241527809
40.8,71.0,5.4,5.300000000000001,C1,2.0,1.0,1,A,0.6219887375174452
66.2,164.0,-4.1000000000000005,-5.0,C2,4.0,0.0,0,A,0.0776111669299695
42.5,122.0,0.1,-2.2,C2,3.0,0.0,0,A,0.7451973917344414
56.2,102.0,-0.1,-7.4,C5,3.0,0.0,1,A,1.0597332924551413
36.7,85.0,2.3000000000000003,,C1,5.0,1.0,1,A,-0.1300238050113755
42.7,122.0,-0.7000000000000001,-1.0,C4,3.0,,1,A,0.0340059128559974
62.3,129.0,4.6000000000000005,3.2,C4,2.0,1.0,0,A,0.4863538980865762
48.1,72.0,-1.8,-9.5,C2,3.0,0.0,0,A,-1.0466752485973088
56.900000000000006,114.0,-2.2,-5.9,,1.0,1.0,1,A,
52.1,83.0,0.2,-5.4,C1,2.0,0.0,1,A,-1.530644698013589
49.3,103.0,-1.0,3.3000000000000003,C3,2.0,0.0,0,A,1.1122294984328804
61.1,98.0,-1.8,-2.1,C1,3.0,,1,A,0.5576067429804732
48.3,107.0,3.4000000000000004,3.2,C4,5.0,0.0,1,A,-0.6587547607985754
35.9,28.0,-0.9,-2.6,C3,2.0,0.0,0,A,0.0123684744337519
43.7,59.0,5.4,0.5,C3,4.0,1.0,0,A,-0.5387787508401877
54.6,86.0,5.9,1.7000000000000002,C3,5.0,0.0,1,A,0.3797409714232023
53.3,101.0,4.1000000000000005,4.0,C1,3.0,1.0,1,A,1.2660343141780457
37.6,38.0,4.4,1.1,C3,4.0,1.0,0,A,-0.2240845448174485
44.400000000000006,67.0,2.1,2.4000000000000004,C2,4.0,1.0,0,A,0.2916172217953117
45.5,114.0,3.7,2.2,C1,2.0,0.0,1,A,1.234904852148286
47.2,120.0,-0.1,-0.4,C1,5.0,0.0,1,A,
,14.0,3.4000000000000004,2.9000000000000004,C2,2.0,1.0,0,A,0.9593822707762274
45.1,76.0,-0.9,-4.6000000000000005,C2,1.0,0.0,0,A,-0.7240702593561722
44.3,302.83665635367475,4.5,1.0,C1,4.0,0.0,1,A,-0.2193742072411963
56.3,121.0,3.2,5.1000000000000005,C2,2.0,1.0,0,A,0.832395614107745
56.6,122.0,4.800000000000001,10.3,C5,1.0,1.0,0,A,1.2359833527250543
49.0,114.0,0.1,2.4000000000000004,C2,2.0,0.0,0,B,-1.1883281636992584
47.0,,4.1000000000000005,-9.8,C1,,0.0,0,A,-0.0654239323220503
51.3,108.0,3.2,-2.0,C2,2.0,0.0,1,,1.349381266597346
43.6,102.0,1.5,0.2,C2,1.0,0.0,1,A,0.4046366709190196
41.0,247.6605930830796,-2.0,-8.0,C4,2.0,0.0,0,A,-0.7593735629675469
42.6,77.0,-4.1000000000000005,-10.1,C2,3.0,1.0,0,A,0.4022976651759651
45.1,91.0,-2.0,-5.1000000000000005,C1,1.0,1.0,0,A,-0.4885499946348163
40.8,54.0,2.6,2.2,C1,4.0,0.0,1,A,1.328203454000528
51.5,,0.1,1.1,C1,4.0,0.0,1,A,-0.7665985997702734
56.0,72.0,4.3,0.6000000000000001,C3,4.0,1.0,1,A,
37.5,57.0,5.0,0.9,C1,2.0,1.0,1,A,0.1460924323016477
50.400000000000006,119.0,3.3000000000000003,-2.3000000000000003,C3,3.0,0.0,0,A,0.006064333090848
48.400000000000006,105.0,6.0,5.800000000000001,C2,1.0,1.0,0,A,0.0036301595223294
52.900000000000006,92.0,4.2,3.9,C3,5.0,1.0,1,A,-0.8505822759561449
50.1,54.0,3.8,5.6000000000000005,C1,1.0,0.0,1,A,0.7489620760376821
38.5,80.0,1.4,,C1,2.0,1.0,1,A,-0.1468924774952651
40.1,252.9583505238111,4.0,-3.7,C2,1.0,1.0,0,A,-1.0743133377058551
50.400000000000006,114.0,5.0,1.3,C2,5.0,1.0,1,A,3.0720241333079072
58.400000000000006,100.0,-5.0,-2.3000000000000003,C2,1.0,0.0,1,A,0.5587312355983503
32.4,23.0,4.3,,C3,1.0,1.0,0,A,-0.4895297059490487
52.900000000000006,68.0,3.4000000000000004,1.0,C4,1.0,0.0,1,A,0.8967585980069454
59.7,105.0,5.4,4.3,C2,5.0,0.0,0,A,-0.8970068823791634
48.900000000000006,101.0,3.7,10.2,C1,,0.0,0,A,1.2200659880063771
54.6,76.0,5.0,0.2,C1,5.0,0.0,1,A,1.4367182194533747
44.5,70.0,-1.6,,C4,5.0,1.0,0,A,0.773620608792484
49.2,120.0,-0.5,5.1000000000000005,,4.0,0.0,0,A,1.0155039832548698
37.2,108.0,-1.9,-5.800000000000001,C1,2.0,1.0,1,A,1.1707051226060097
31.4,76.0,4.9,7.300000000000001,C5,5.0,1.0,1,A,2.131228511085095
57.7,105.0,,-1.2000000000000002,C1,3.0,0.0,1,A,3.599592526943647
42.3,70.0,2.0,-0.8,C3,3.0,1.0,0,A,-2.2225320029963367
46.5,109.0,4.1000000000000005,3.9,C1,3.0,1.0,0,A,0.8029501238677842
39.1,73.0,3.9,1.1,C3,4.0,0.0,0,A,0.0632379133506307
38.900000000000006,106.0,-1.9,6.300000000000001,C1,5.0,1.0,1,A,1.908267582325981
48.8,124.0,-1.4,-11.6,C4,5.0,1.0,1,A,0.3378784631052154
44.3,102.0,-2.6,-5.1000000000000005,C1,3.0,0.0,0,A,0.6655734277435307
53.2,92.0,-2.0,-4.4,C1,1.0,0.0,1,,-0.2410555431876875
53.8,95.0,0.7000000000000001,-1.6,C3,5.0,0.0,1,,1.2615595485306283
52.7,60.0,-1.1,2.0,C2,1.0,0.0,1,A,0.9127471867049788
52.1,102.0,-4.1000000000000005,-7.1000000000000005,C2,3.0,1.0,1,A,0.2675213969083126
62.8,119.0,4.1000000000000005,4.1000000000000005,C2,2.0,0.0,0,A,1.9338373501132933
41.6,49.0,0.2,-0.4,C2,2.0,0.0,0,A,2.200558274296533
49.7,163.0,-3.4000000000000004,-1.0,C5,3.0,0.0,1,A,0.6811769849368516
59.2,131.0,4.1000000000000005,1.4,C3,4.0,1.0,0,A,0.0377896871856295
60.3,95.0,3.0,2.4000000000000004,C2,,0.0,1,A,-0.4919184922769571
38.8,137.0,5.2,2.4000000000000004,C1,5.0,0.0,1,A,2.359575992315902
47.7,83.0,6.300000000000001,-0.3,C2,,1.0,1,A,-0.6908176387091317
61.0,141.0,-0.7000000000000001,4.5,C5,2.0,,0,,0.5614698348335203
54.2,110.0,5.800000000000001,0.3,C1,3.0,1.0,1,A,
51.7,91.0,2.5,-1.5,C1,2.0,1.0,1,A,-0.6607046674512759
48.400000000000006,,4.0,-1.7000000000000002,C1,3.0,0.0,1,A,-0.6921020904817783
,134.0,5.0,4.5,C3,5.0,1.0,0,A,1.6549768400328435
52.5,128.0,-2.1,-5.5,C3,3.0,0.0,1,A,-0.2904103228746634
48.1,94.0,-0.2,4.6000000000000005,C3,1.0,1.0,0,A,-1.61265354245174
49.8,45.0,5.9,5.800000000000001,,4.0,1.0,1,A,-0.9464749823413128
50.8,110.0,5.6000000000000005,2.2,C3,2.0,0.0,0,A,-1.3348681350911025
44.7,58.0,2.5,-3.3000000000000003,C5,2.0,0.0,1,A,-0.3436705031150446
,122.0,5.2,2.5,C2,4.0,1.0,0,A,-0.4503876402407664
73.5,120.0,-0.8,-0.2,C1,2.0,0.0,0,A,1.578893423961797
35.9,60.0,-1.8,-3.3000000000000003,C2,3.0,0.0,0,,-0.854600557039263
52.8,88.0,-2.6,-4.5,C3,4.0,1.0,0,A,-1.0871978457429816
44.1,118.0,4.5,-2.0,C2,2.0,0.0,1,B,0.2861801714597113
54.8,61.0,1.9,9.6,C2,3.0,0.0,1,A,1.9744316355423115
,121.0,-1.3,-3.6,C3,3.0,0.0,1,A,-0.2845359854876714
56.3,120.0,1.1,-6.4,C1,3.0,1.0,1,A,-0.6582469355677202
59.6,114.0,5.7,-1.2000000000000002,C3,5.0,1.0,0,A,1.474777795969362
51.7,91.0,5.9,2.1,C3,5.0,1.0,0,A,-1.6237379807307424
59.2,129.0,3.0,9.3,C5,2.0,0.0,0,A,0.033770632805076
31.4,57.0,7.300000000000001,4.0,C3,3.0,0.0,1,A,
62.900000000000006,110.0,4.6000000000000005,0.8,C1,2.0,1.0,0,A,0.7119335529915495
53.2,107.0,4.7,,C2,1.0,,0,A,0.5376020393487975
58.8,161.0,2.1,4.1000000000000005,C2,2.0,,0,A,-0.1015548737045319
40.400000000000006,43.0,-0.9,0.4,C2,2.0,0.0,0,A,-0.3050827880760599
43.5,103.0,5.9,4.4,C3,3.0,0.0,0,A,0.1026104285646674
51.3,99.0,0.8,,C2,3.0,0.0,1,A,-0.2643904767124647
50.0,94.0,4.5,-0.8,C3,2.0,1.0,0,A,-0.4903243222432611
52.400000000000006,63.0,2.6,-6.1000000000000005,C3,5.0,0.0,0,A,0.1019120999716008
58.8,68.0,2.2,,C3,4.0,1.0,1,A,0.2357387721424531
36.0,86.0,0.1,-3.3000000000000003,C3,4.0,0.0,0,A,1.7634091923784607
,79.0,6.4,1.7000000000000002,C1,2.0,0.0,1,A,0.4733021246950199
50.2,128.0,5.9,4.7,C1,,0.0,0,A,-0.8452302001582847
48.5,70.0,1.6,-3.0,,1.0,0.0,0,A,0.3163752008512712
38.400000000000006,,6.6000000000000005,2.7,C4,2.0,1.0,1,A,-0.6171260203429407
54.2,92.0,,-2.6,C5,5.0,0.0,1,A,1.828129685159762
30.8,238.2522290062521,3.0,0.9,C5,3.0,0.0,1,A,0.417703945212355
55.3,,0.3,0.2,C1,3.0,1.0,1,A,-0.5529869744847254
38.2,92.0,4.2,-3.7,C5,3.0,0.0,1,A,-0.912521120397772
50.6,120.0,4.0,3.8,C4,3.0,0.0,0,A,0.7467292247535108
49.2,,4.3,3.3000000000000003,C1,5.0,0.0,1,A,-0.8003234678051739
59.5,290.12707799913403,,3.0,C2,1.0,1.0,0,A,-1.1759853715101067
48.7,98.0,4.800000000000001,3.1,C5,4.0,1.0,1,A,-0.0568581676904282
44.6,,4.7,4.0,C2,3.0,0.0,1,A,-0.8095510924878175
46.1,104.0,1.2000000000000002,,C5,2.0,1.0,1,A,0.0293779382873748
60.3,109.0,1.1,1.3,C2,3.0,1.0,0,A,0.3483806740089796
54.5,212.60100317883425,4.800000000000001,7.4,C1,3.0,1.0,1,A,1.8281435581760148
47.1,85.0,2.7,-1.3,C1,1.0,1.0,1,A,1.4871952910969088
48.3,52.0,3.0,-0.9,C1,1.0,0.0,1,A,
37.6,46.0,-0.3,0.8,C3,3.0,0.0,0,A,-0.6653930548051459
53.3,99.0,0.5,-3.5,C1,4.0,1.0,1,A,0.5842654048258128
36.1,75.0,-1.8,-6.2,C2,3.0,0.0,0,A,-0.8961626036352912
56.2,88.0,,4.800000000000001,C5,2.0,0.0,1,A,-0.4669619147859883
51.2,116.0,4.0,0.1,C1,3.0,,1,A,-0.5324750100912875
69.3,129.0,-1.6,2.2,C2,5.0,0.0,0,A,-1.150483227025619
41.400000000000006,74.0,-0.8,-4.3,C4,5.0,0.0,0,A,-1.9569057688141736
49.3,,-3.9,-8.5,C5,2.0,0.0,1,A,0.9099366666036192
64.60000000000001,157.0,,-1.1,,1.0,0.0,0,A,0.0918831834919106
59.7,58.0,1.4,1.5,C2,4.0,0.0,1,A,-0.788488216939685
44.6,126.0,4.0,3.2,C1,2.0,1.0,1,A,0.2947788773099627
52.0,87.0,-6.0,-4.6000000000000005,C3,4.0,1.0,1,A,-0.2287939138724427
50.2,79.0,-1.1,-4.9,C4,2.0,1.0,0,A,0.7798941188840312
52.400000000000006,93.0,-3.4000000000000004,0.2,C3,2.0,0.0,1,A,-0.347669838009277
44.6,67.0,-1.8,-10.2,C1,4.0,1.0,0,A,0.5396913675520902
49.400000000000006,71.0,2.3000000000000003,-2.9000000000000004,C3,2.0,0.0,0,A,-2.3484130429529557
37.4,102.0,2.6,0.8,C3,1.0,0.0,0,A,
51.2,107.0,2.5,-2.4000000000000004,C4,,0.0,1,A,0.7610327038711189
53.8,55.0,,-0.2,C1,1.0,1.0,1,,-0.6084974993374878
48.3,116.0,-2.0,-7.5,C1,3.0,0.0,1,A,-1.1929414214167848
37.2,93.0,2.3000000000000003,-0.4,C2,2.0,0.0,1,A,-2.252879781101862
58.1,74.0,3.0,3.0,C4,1.0,0.0,1,,-0.4775216518643919
53.1,110.0,6.1000000000000005,1.5,C4,1.0,0.0,0,A,-0.6938463021826526
44.3,107.0,4.0,-1.9,C1,1.0,0.0,1,A,-0.3181782055308164
47.900000000000006,53.0,,-3.2,C2,3.0,0.0,0,A,-0.3259544554403433
38.1,88.0,3.1,5.7,C3,5.0,0.0,1,A,0.0585995801135055
,68.0,5.300000000000001,7.6,C1,4.0,,1,A,-1.872701505898566
45.900000000000006,108.0,7.0,2.5,C3,4.0,1.0,0,A,-1.8537891355544471
60.0,92.0,3.1,3.3000000000000003,C2,4.0,1.0,0,A,0.8546798479508344
45.0,120.0,6.800000000000001,4.3,C4,4.0,1.0,0,A,-0.0484613135063203
55.3,102.0,,3.2,C2,3.0,0.0,1,A,1.2118230887731698
45.900000000000006,77.0,4.4,3.1,C4,,0.0,0,A,-1.2652625178545964
52.1,84.0,4.9,1.9,C1,3.0,,1,A,-0.3896226234639459
49.0,122.0,4.9,9.5,C2,,,0,A,-1.2378742216554472
57.1,93.0,7.0,0.6000000000000001,C2,1.0,0.0,1,A,2.649221326241022
,308.9382148799714,1.6,1.1,C1,4.0,0.0,0,A,-1.8769575050212115
37.6,85.0,2.1,6.0,C2,2.0,1.0,1,A,-1.117719025239688
39.1,44.0,-3.0,-1.4,C3,4.0,,0,A,0.4076206949277011
45.900000000000006,94.0,5.6000000000000005,0.0,C2,4.0,0.0,1,A,1.0656792316380728
40.2,85.0,3.1,-2.4000000000000004,C4,1.0,0.0,0,A,-2.1228420863296216
53.400000000000006,68.0,4.5,-3.6,C1,2.0,1.0,1,A,-0.9808066159431206
46.400000000000006,94.0,8.4,12.0,C1,5.0,0.0,0,A,-2.3214349872506133
69.2,147.0,0.9,-5.6000000000000005,C1,1.0,1.0,0,B,0.8693606853204214
36.2,107.0,-2.8000000000000003,,,4.0,0.0,1,A,0.5995996152482974
51.8,132.0,4.800000000000001,-3.5,C1,2.0,0.0,1,,-0.23431900419906
41.1,,4.1000000000000005,12.8,C1,3.0,1.0,0,A,-1.1497519700452512
46.2,94.0,4.1000000000000005,-3.7,C1,5.0,1.0,1,A,-0.0734691735186757
51.3,117.0,4.5,2.5,C2,3.0,1.0,0,A,-0.2173480539794373
31.5,53.0,4.0,7.1000000000000005,C2,3.0,0.0,1,A,0.2404829635232626
52.1,154.0,-4.1000000000000005,-8.200000000000001,C2,4.0,1.0,1,A,-1.096581719338576
65.4,102.0,3.7,4.0,C3,2.0,1.0,0,A,1.1493569117323552
46.5,144.0,7.2,3.5,C2,1.0,0.0,0,A,-1.069094233220068
52.2,150.0,-0.2,-0.1,C1,3.0,1.0,1,A,-0.5431438196587165
58.400000000000006,93.0,-2.2,1.1,C3,5.0,1.0,0,A,-0.2711203358713097
48.8,126.0,2.4000000000000004,-1.3,C1,4.0,1.0,1,A,0.8943323048277866
45.5,105.0,0.4,5.1000000000000005,C1,3.0,0.0,0,A,-0.0856250128797677
31.9,59.0,5.4,,C3,1.0,1.0,0,A,
55.3,105.0,1.4,7.9,C1,1.0,1.0,0,A,1.2395859755333365
49.3,106.0,-1.4,-6.300000000000001,C3,,0.0,0,A,-0.5643826851118208
42.1,96.0,3.3000000000000003,-1.4,,5.0,1.0,0,A,1.021885751478594
,142.0,1.2000000000000002,-1.6,C4,3.0,0.0,1,A,-1.115334463685217
45.5,108.0,3.3000000000000003,-3.8,C2,4.0,1.0,0,A,-1.3282872511209491
45.900000000000006,73.0,,,,1.0,0.0,0,A,1.7572111200971736
55.0,129.0,-2.0,-3.7,C2,3.0,0.0,1,A,0.6094251895558304
39.400000000000006,35.0,5.800000000000001,-1.4,C3,,1.0,0,B,1.747927923009264
58.5,104.0,3.4000000000000004,-2.1,C1,5.0,1.0,1,A,-0.1236908620638275
39.0,74.0,3.0,-2.6,C2,2.0,1.0,0,A,-0.5003932246236429
44.900000000000006,109.0,3.4000000000000004,5.300000000000001,C2,1.0,0.0,0,A,-0.770114849313226
65.60000000000001,174.0,-0.0,0.3,C1,2.0,1.0,0,A,1.7118599019749965
59.2,121.0,5.0,2.2,C1,1.0,1.0,0,A,0.6959492377730305
50.900000000000006,92.0,-1.1,-4.1000000000000005,C4,2.0,0.0,1,A,-1.6456240398549729
42.6,69.0,-1.2000000000000002,-3.7,C3,5.0,0.0,0,A,-0.961458467559868
45.900000000000006,116.0,2.4000000000000004,8.1,C3,5.0,1.0,0,A,-0.8218267877616916
50.7,96.0,2.8000000000000003,-0.2,C3,3.0,0.0,0,A,-1.3283770823098382
50.5,87.0,-1.6,0.6000000000000001,C1,4.0,0.0,1,A,1.0791935875285688
49.400000000000006,125.0,-2.7,-5.4,C1,2.0,1.0,1,A,-0.1770171600922258
49.900000000000006,132.0,-1.8,4.0,C3,,0.0,0,A,0.6700413802370898
48.400000000000006,72.0,4.800000000000001,-2.6,C3,2.0,1.0,0,A,0.174961397220787
38.6,41.0,1.8,3.3000000000000003,C3,3.0,0.0,0,A,-1.7025687768449145
46.0,91.0,4.2,-1.2000000000000002,C2,1.0,1.0,0,A,-0.6009681668352849
-79.31867350217316,82.0,-3.8,4.4,C2,5.0,0.0,1,A,-1.0635069557711163
,48.0,5.2,5.9,C3,2.0,0.0,0,A,0.943301880792524
48.6,70.0,2.0,-7.1000000000000005,C2,2.0,0.0,0,A,
43.6,118.0,4.1000000000000005,-2.0,C2,2.0,1.0,1,A,-0.608047078531334
